## RECSRecommendations Upload File;
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.;
## RECS;
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.;
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.;
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.;
## RECSentity.id,entity.brand,entity.os,entity.release_date;
1,Motorola,Android 4.0,2012;
2,Celkon,Android 2.3.6,2012;
3,Samsung,Feature phone,2010;
4,Allview,Android 6.0,2017;
5,ZTE,Android 4.0,2012;
6,Asus,Android 6.0,2017;
"7,Huawei,""Android 9.0, EMUI 9"",2019";
8,alcatel,Feature phone,2009;
"9,vivo,""Android 9.0, Funtouch 9"",2019";
10,Telit,Microsoft Smartphone 2002,2003;
11,Toshiba,Feature phone,2006;
12,Philips,Android-based OPhone 2.0,2011;
13,Samsung,Feature phone,2009;
"14,HTC,""Android 5.1, Sense UI 6"",2015";
15,Gionee,Android 4.4.2,2014;
16,Yezz,Android 4.4,2015;
"17,Xiaomi,""Android 7.1.2, MIUI 11"",2017";
18,Motorola,Android 4.0.4,2012;
19,Icemobile,Feature phone,2011;
20,Celkon,Feature phone,2012;
21,Sony,Feature phone,2000;
"22,Honor,""Android 10, Magic UI 2.1"",2020";
23,Sagem,Feature phone,2008;
24,Kyocera,Feature phone,2000;
25,Motorola,Feature phone,2006;
26,Sagem,Feature phone,2001;
27,Philips,Feature phone,2007;
28,Samsung,Feature phone,2009;
29,Celkon,Android 4.0,2012;
"30,Asus,""Android 4.3, up to 4.4.2"",2014";
"31,Nokia,""Symbian 9.1, Series 60 UI 3rd Edition"",2005";
32,BLU,Android 7.0,2017;
33,Maxwest,Android 4.2.2,2014;
34,Samsung,Feature phone,2003;
"35,Asus,""Android 5.0, ZenUI"",2015";
36,Samsung,Microsoft Windows Mobile 6.1 Standard,2010;
37,XOLO,Android 4.1.1,2013;
38,Samsung,Feature phone,2009;"ble to 4.3"",2012"
39,Samsung,Android 2.2,2010;
"40,Oppo,""Android 7.1.1, ColorOS 3.2"",2017";
41,Samsung,Feature phone,2006;
"42,Apple,""iPadOS 13.1, up to iPadOS 14.6"",2019";
"43,Samsung,""Android 4.0, up to 4.2.2"",2011";
"44,Sony,""Android 4.0.4, upgrad&#1072";
"45,Sony,""Android 4.4.4, up to 6.0"",2014";
46,BLU,Android 4.2,2014;
47,Gionee,Feature phone,2014;
"48,vivo,""Android 10, IQOO UI 1.5"",2020";
49,Mitsubishi,Feature phone,2003;
50,Sony,Feature phone,2007;
51,Vodafone,Feature phone,2008;
"52,Motorola,""Android 9.0, up to Android 10"",2019";
"53,BLU,""Android 4.0, up to 4.1"",2013";
"54,HTC,""Android 2.3, Sense UI 3.5"",2011";
"55,Realme,""Android 10, Realme UI"",2020";
56,HP,Microsoft Windows Mobile 5.0 PocketPC,2006;
57,Philips,Android 4.0.4,2012;
58,LG,Feature phone,2009;
59,Karbonn,Android 4.2.2,2013;
60,alcatel,Feature phone,2008;
61,Sony,Feature phone,2010;
62,VK,Feature phone,0;
63,Celkon,Android 4.4.2,2014;
"64,Motorola,""Android 9.0, up to Android 11, Android One"",2019";
"65,Nokia,""Symbian, S60 rel. 3.2"",2009";
66,Yezz,Android 4.4.2,2013;
67,Philips,Feature phone,2007;
"68,Nokia,""Android 8.1, up to Android 10, Android One"",2018";
69,Sagem,Feature phone,2004;
70,BlackBerry,BlackBerry OS 10.3.1,2015;
"71,Xiaomi,""Android 6.0.1, MIUI 9.2"",2016";
"72,Samsung,""Android 5.1, up to 6.0.1"",2015";
73,NEC,Feature phone,2005;
"74,Samsung,""Android 2.2, up to 2.3"",2012";
75,Archos,Android 4.3,2014;
76,Celkon,Feature phone,2011;
77,HTC,Android 10,2020;
78,Asus,Android 4.4,2015;
79,Posh,Android 4.2.2,2014;
80,Ulefone,Android 9.0,2019;
81,BLU,Android 4.2,2012;
82,Cat,KaiOS,2018;
83,Samsung,Feature phone,2010;
84,BenQ,Feature phone,2004;
85,QMobile,Android 4.4.2,2015;
86,ZTE,Feature phone,2010;
87,BLU,Feature phone,2011;
88,Sony,Feature phone,2005;
"89,vivo,""Android 11, Funtouch 11"",2020";
90,Vodafone,LiMo OS,2009;
91,Samsung,Feature phone,2003;
92,MWg,Microsoft Windows Mobile 6 Professional,2008;
93,alcatel,Android 5.1,2015;
94,Sagem,Feature phone,2005;
"95,Motorola,""Android 6.0.1, up to 7.1.1"",2016";
96,BLU,Android 9.0,2020;
97,Spice,Android 4.2,2013;
98,Motorola,Android 2.1,2010;
99,Samsung,Feature phone,2009;
100,Philips,Android 2.2,2011;
101,Samsung,Feature phone,2010;
102,Micromax,Android 8.1,2018;
103,Benefon,Feature phone,1999;
"104,Meizu,""Android 6, Flyme 7.3"",2016";
105,WND,Feature phone,0;
106,ZTE,Android 5.1,2015;
107,Sagem,Feature phone,2008;
108,Asus,Android 4.4,2016;
"109,LG,""Android 6.0, up to Android 7.0"",2016";
110,Amoi,Feature phone,2006;
111,Yezz,Android 4.2,2013;
112,Samsung,bada OS,2011;
113,LG,Feature phone,2003;
"114,Nokia,""Android 8.1, up to Android 10, Android One"",2018";
"115,vivo,""Android 11, Funtouch 11"",2020";
116,BlackBerry,BlackBerry OS,2004;
117,Spice,Android 4.4,2014;
118,Philips,Feature phone,0;
119,BlackBerry,BlackBerry OS,2004;
120,Coolpad,Android 7.1,2018;
121,Lenovo,Android 4.0,2012;
122,ZTE,Android 4.4.2,2015;
123,Motorola,Feature phone,1999;
124,XOLO,Android 4.2,2013;
125,Ericsson,Feature phone,1997;
126,ZTE,Android 6.0,2016;
127,verykool,Feature phone,2012;
128,Yezz,Android 5.1,2016;
129,Vodafone,Feature phone,2009;
"130,Samsung,""Symbian 9.2, Series 60 rel. 3.0"",2008";
131,Modu,Feature phone,2010;
132,Micromax,Android 6.0,2017;
133,Samsung,Android 4.2,2014;
"134,Sharp,""Android 8.0, Sharp UI"",2018";
135,alcatel,Android 5.0,2015;
136,Siemens,Feature phone,0;
137,BLU,Android 9.0,2019;
138,XOLO,Android 6.0,2016;
"139,Lenovo,""Android 9.0, ZUI 11"",2019";
140,Samsung,Feature phone,2009;
141,Celkon,Feature phone,2013;
"142,Samsung,""Android 4.2, TouchWiz UI"",2014";
143,verykool,Feature phone,2011;
144,O2,Microsoft Smartphone 2003,2003;
145,Samsung,Feature phone,2000;
"146,BLU,""Microsoft Windows Phone 8.1, up to Windows 10"",2015";
147,Lenovo,Feature phone,2011;
148,BlackBerry,BlackBerry OS 7.0,2011;
"149,Apple,""iOS, up to iOS 3.1.3"",2007";
150,Archos,Android 7.0,2017;
151,Motorola,Android 9.0,2019;
"152,LG,""Android 4.4.2, LG UI 3"",2014";
"153,Asus,""Android 4.2, up to 4.2.2, Waveshare UI"",2013";
154,LG,Android OS,0;
155,BLU,Feature phone,2011;
156,Samsung,Feature phone,2011;
157,Celkon,Android 2.3.5,2013;
158,Samsung,Feature phone,2014;
159,Philips,Feature phone,1997;
160,BLU,Android 4.2.1,2014;
161,Samsung,Feature phone,2009;
162,Huawei,Proprietary OS,2018;
163,alcatel,Feature phone,2003;
164,ZTE,Android 4.0,2012;
165,alcatel,Android 2.3.5,2011;
"166,Oppo,""Android 10, ColorOS 7.1"",2020";
167,Wiko,Android 4.4.2,2014;
"168,Xiaomi,""Android 6.0, up to 7.0, MIUI 10"",2016";
169,QMobile,Android 5.0,2015;
"170,Realme,""Android 10, up to Android 11, Realme UI 2.0"",2020";
"171,Samsung,""Android 6.0.1, up to Android 8.0"",2016";
"172,Lenovo,""Android 4.4.2, up to 5.0"",2014";
"173,HTC,""Android 8.0, up to Android 9.0, Sense UI"",2018";
174,Motorola,Android 9.0,2020;
175,Huawei,Android 2.1,2010;",2016
181,Plum,Android 4.2,2013
182,BLU,Android 6.0.1,2016
183,Nokia,Feature phone,2000
184,Philips,Feature phone,2002
185,LG,Feature phone,2011
186,Asus,Android 7, ZenUI 4"",2017"
176,Posh,Android 5.1,2016;
177,Sony,Feature phone,2007;
"178,Google,""Android 10, up to Android 11"",2019";
"179,Realme,""Android 8.1, ColorOS 5.2"",2018";
"180,LeEco,""Android 5.0 - LeEco Le 1s";
6.0 &hellip;
187,Lava,Android 4.4.2,2015;
188,Bird,Feature phone,2004;
189,Pantech,Feature phone,2004;
190,Unnecto,Android 5.1,2016;
"191,Apple,""iOS 6, up to iOS 10.3"",2012";
192,alcatel,Feature phone,2009;"ble to 4.3"",2012"
193,i-mobile,Feature phone,2008;
194,Celkon,Feature phone,2014;
195,Huawei,Android 8.0 Oreo,2018;
196,BLU,Android 9.0,2019;
"197,Samsung,""Android 2.3.4, up to 4.1, TouchWiz UI 4"",2011";
"198,Sony,""Android 4.0.4, upgrad&#1072";
199,Orange,Android 4.1,2013;
200,Infinix,Android 7.0,2018;
201,Bird,Feature phone,2005;
202,Samsung,Feature phone,2009;
203,Nokia,Feature phone,2020;
204,Amoi,Feature phone,2007;
205,Micromax,Feature phone,2010;
"206,HTC,""Android 6.0, Sense UI"",2016";
207,HTC,Microsoft Vista Business and SnapVUE OS,2008;
208,LG,Microsoft Windows Mobile 6.1 Professional,2009;
209,Bird,Feature phone,0;
210,Nokia,Feature phone,2007;
211,Cat,KaiOS,2018;
212,Panasonic,Android 7.0,2018;
213,Samsung,Android 2.3,2011;
214,BLU,Feature phone,2011;
"215,Honor,""Android 6.0, up to 7.0, EMUI 5"",2016";
216,Bosch,Feature phone,1996;
217,iNQ,Android 2.2,0;
218,ZTE,Feature phone,2009;
"219,vivo,""Android 6, Funtouch 3"",2018";
220,ZTE,Android 2.2,2011;
221,XOLO,Android 4.1.1,2013;
222,NEC,Feature phone,2005;
"223,ZTE,""Android 2.3, 4.1.1, up to 4.2"",2012";
"224,HTC,""Android 4.0, up to 4.1.1, Sense UI"",2012";
225,Samsung,Android 4.4.2,2014;
226,Motorola,Android 4.0.4,2012;
227,Maxon,Feature phone,2000;
228,Motorola,Linux,2004;
"229,Xiaomi,""Android 5.1, up to 7.0, MIUI 10"",2016";
230,alcatel,Feature phone,2000;
"231,BQ,""Android 6.0.1, up to 7.1.1"",2016";
232,Asus,Android 7.1,2017;
233,Micromax,Android 5.1,2016;
234,Plum,Feature phone,2016;
235,Samsung,Feature phone,2009;
236,Pantech,Feature phone,2006;
"237,Nokia,""Android 8.0, up to Android 10, Android One"",2018";
238,Wiko,Android 7.1,2017;
"239,Samsung,""Android 4.4.2, TouchWiz UX UI"",2014";
240,QMobile,Android 4.4.2,2015;
241,Oppo,Android 4.0.4,2012;
"242,Sony,""Android 2.3, up to 4.1"",2012";
243,Philips,Android 4.0,2013;
244,Nokia,Feature phone,2005;
245,Samsung,Feature phone,2005;
246,Acer,Android 4.1,2013;
247,Samsung,Feature phone,2010;
248,Allview,Android 5.1,2016;
249,iNQ,Android 2.2,0;
250,Nokia,Feature phone,2009;
251,LG,Android 4.4.2,2014;
252,Maxon,Feature phone,2004;
253,Huawei,Firefox OS,2014;
"254,vivo,""Android 9.0, Funtouch 4.5"",2018";
255,Samsung,Android 4.2,2014;
256,Karbonn,Feature phone,2012;
"257,Xiaomi,""Android 7.1, MIUI 8"",2017";
"258,Samsung,""Android 6.0.1, up to Android 8.0"",2016";
259,BLU,Android 6.0,2016;
260,Sony,Feature phone,2006;
261,Nokia,Feature phone,2003;
262,Siemens,Feature phone,2002;
263,ZTE,Android-based OPhone 2.0,2011;
"264,Huawei,""Android 8.1, EMUI 9.1"",2018";
265,Huawei,Android 2.3.3,2011;
"266,Xiaomi,""Android 9.0, up to Android 10, MIUI 12"",2019";
267,i-mobile,Feature phone,2008;
268,Panasonic,Android 4.1.2,2013;
269,Samsung,Feature phone,2007;
270,Panasonic,Feature phone,2005;
271,Samsung,Palm 5.2,0;
272,Icemobile,Android OS,2013;
"273,Huawei,""Android 9.0, up to Android 10, Magic UI 2.1"",2019";
274,Micromax,Feature phone,2010;
275,Philips,Android 4.2,2013;
276,Sony,Feature phone,2007;
"277,Xiaomi,""Android 9.0, MIUI 11"",0";
278,Lenovo,Android 7.0,2017;
279,Samsung,bada 2.0,2011;
280,Celkon,Feature phone,2013;
281,Archos,Android 9.0,2019;
282,Vodafone,Feature phone,2009;
283,Sony,Feature phone,2004;
"284,Apple,""iOS 12, up to iOS 14.7"",2018";
285,Bosch,Feature phone,1996;
"286,LG,""Android 8.0, LG UX 6"",2018";
287,Innostream,Feature phone,2004;
288,Ericsson,Feature phone,1997;
289,Samsung,Android 2.3.6,2012;
290,Gigabyte,Microsoft Windows Mobile 6.1 Professional,2009;
291,Celkon,Feature phone,2012;
292,XOLO,Android 4.4.2,2014;
"293,Huawei,""Android 6.0, EMUI 4.1 Mini"",2017";
"294,Sony,""Android 5.0.1, up to 7.0"",2015";
"295,vivo,""Android 10, Funtouch 10.5"",2020";
296,Spice,Feature phone,2012;
297,alcatel,Feature phone,2006;
298,Ericsson,Feature phone,1996;
299,Allview,Microsoft Windows 10,2014;
300,BlackBerry,BlackBerry OS 10.3.1,2015;
"301,Samsung,""Symbian, Series 60 UI"",0";
302,Gigabyte,Android 4.4.2,2014;
303,Samsung,Feature phone,2006;
304,Lenovo,Android 4.4,2015;
305,Samsung,Android 4.0,2012;
"306,HTC,""Android 9.0, HTC Sense"",2019";
307,Orange,Feature phone,2011;
"308,BenQ,""Symbian 7.0, UIQ v2.1 UI"",2004";
"309,Xiaomi,""Android 9.0, up to Android 10, MIUI 12"",2019";
310,Samsung,Feature phone,2010;
311,XOLO,Android 4.1.1,2013;
"312,vivo,""Android 7.1.1, Funtouch 3.2"",2018";
313,Lenovo,Android 5,2015;
314,ZTE,Android 4.3,2014;
315,Ericsson,Feature phone,0;
316,Motorola,Android 2.2,2010;
317,Panasonic,Android 6.0,2017;
318,BLU,Android 4.2,2014;
319,alcatel,Feature phone,2010;
320,XOLO,Android 4.2,2013;
321,Orange,Feature phone,2011;
322,QMobile,Android 4.2.2,2015;
"323,Infinix,""Android 10, XOS 6.0"",2020";
324,Haier,Feature phone,2010;
325,Motorola,Android Wear OS 2.1,2015;
"326,HTC,""Android 4.4.2, up to 6, Sense UI 6"",2014";
327,Telit,Feature phone,1999;
328,YU,Android 5.1.1,2015;
"329,Xiaomi,""Android 9.0, up to Android 11, MIUI 12.5"",2019";
330,Samsung,Feature phone,2010;
331,Motorola,Feature phone,2003;
332,Philips,Feature phone,2009;
"333,Oppo,""Android 10, ColorOS 7.2"",2020";
"334,Realme,""Android 10, Realme UI"",2020";
"335,Apple,""iOS 9.3.2, up to iOS 14.7"",2016";
"336,BQ,""Android 7.1.2, up to Android 8.0"",2017";
337,Acer,Android 5.1,2015;
338,Samsung,Feature phone,2010;
"339,HTC,""Android 4.2.2, Sense UI 5.5"",2014";
340,BLU,Android 5.0.2,2015;
341,alcatel,Feature phone,2009;
342,Sony,Feature phone,2009;
"343,Meizu,""Android 6, Flyme 7.3"",2016";
344,Allview,Android 4.0.4,2012;
345,LG,Feature phone,2003;
346,Wiko,Android 4.4.4,2015;
347,Maxon,Feature phone,2000;
348,Allview,Android 4.2.2,2014;
349,Lenovo,Android 4.2.2,2014;
350,Micromax,Feature phone,2010;
351,Nokia,Feature phone,2002;
352,verykool,Android 4.0,2013;
353,Sendo,Feature phone,2003;
"354,Samsung,""Android 2.1, up to 2.2"",2010";
"355,HTC,""Android 7.0, up to Android 8.0"",2017";
356,Gigabyte,Android 4.1,2013;
"357,Honor,""Android 9.0, EMUI 9.1"",2019";
358,Bird,Feature phone,0;
359,Sony,Feature phone,2005;
"360,Lenovo,""Android 5.0, up to 6.0"",2015";
361,Allview,Android 5.0,2015;
"362,vivo,""Android 8.1, Funtouch 4.5"",2018";
"363,Asus,""Android 6.0, up to 7.0"",2016";
364,HTC,Android 10,2020;
365,Amoi,Feature phone,2006;
366,Celkon,Android 4.0.4,2012;
367,LG,Feature phone,2011;
"368,LG,""Android 7.1.2, up to Android 8.1"",2018";
369,LG,Android 2.3.4,2011;
370,BQ,Android 5.1.1,2015;
371,Samsung,Feature phone,2003;
"372,Lenovo,""Android 7.0, ZUI 2.5"",2017";
"373,BLU,""Android 8.1, up to Android 9.0"",2018";
374,NEC,Feature phone,2003;
375,Motorola,Feature phone,2002;
376,Motorola,Feature phone,2003;
"377,Nokia,""Symbian 7.0s, Series 60 SE UI"",2004";
378,LG,Android 4.4.2,2014;
379,Ericsson,Feature phone,0;
380,LG,Feature phone,2005;
381,Yezz,Feature phone,2012;
382,Maxwest,Android 4.4.2,2014;
"383,Nokia,""Symbian 6.1, Series 60 v1.0 UI"",2003";
